,WindGustDir,WindDir3pm,WindDir9am,RainToday,RainTomorrow
84663,ESE,E,E,No,No
84664,E,E,ESE,No,No
84665,ENE,ENE,ENE,No,No
84666,NE,NE,NNW,No,No
84667,NE,NNE,NNW,No,No
84668,E,NE,NNE,No,No
84669,NE,NNE,NNW,No,Yes
84670,SE,S,SW,Yes,Yes
84671,SSE,E,SE,Yes,No
84672,NNE,NE,NE,No,No
84673,WSW,NE,NW,No,No
84674,ESE,E,SSE,No,No
84675,E,E,E,No,No
84676,E,ENE,E,No,No
84677,ENE,ENE,SE,No,Yes
84678,ENE,E,E,Yes,Yes
84679,ENE,ENE,ENE,Yes,No
84680,ENE,E,ENE,No,No
84681,ENE,NE,NNE,No,No
84682,NE,NE,W,No,No
84683,NE,NE,N,No,No
84684,NE,NE,N,No,No
84685,SE,NE,NE,No,Yes
84686,SE,SSE,SSE,Yes,No
84687,E,ESE,ESE,No,No
84688,SSE,E,SE,No,No
84689,ENE,E,ESE,No,Yes
84690,ESE,ESE,ESE,Yes,No
84691,E,E,ESE,No,No
84692,NE,ENE,SE,No,No
84693,NNE,NNE,NNE,No,No
84694,NNE,N,W,No,No
84695,NE,ENE,WSW,No,No
84696,ENE,NNE,ENE,No,No
84697,NE,NE,N,No,No
84698,E,ESE,E,No,Yes
84699,NE,ENE,E,Yes,No
84700,ENE,NE,E,No,No
84701,NNE,NE,NE,No,No
84702,ESE,ESE,ESE,No,No
84703,NNE,NNE,NW,No,No
84704,SE,ESE,W,No,Yes
84705,SE,ESE,SE,Yes,No
84706,E,E,ENE,No,No
84707,NE,NE,WSW,No,No
84708,ENE,ENE,WNW,No,No
84709,NNE,NE,NW,No,Yes
84710,NE,NE,SE,Yes,Yes
84711,ENE,ENE,E,Yes,No
84712,NE,ENE,NNW,No,No
84713,NE,NE,NW,No,No
84714,NE,NNE,N,No,No
84715,NE,NE,ENE,No,No
84716,ENE,ENE,N,No,No
84717,ENE,ENE,NE,No,No
84718,ENE,NE,NNW,No,No
84719,W,ENE,ENE,No,No
84720,SE,ESE,SE,No,Yes
84721,SSE,SE,S,Yes,Yes
84722,E,ENE,SSW,Yes,No
84723,NNE,NE,SW,No,No
84724,NNE,NE,NNE,No,No
84725,ESE,ESE,WSW,No,Yes
84726,SE,SE,SE,Yes,No
84727,ESE,E,E,No,No
84728,ENE,ENE,NE,No,No
84729,ENE,NE,NE,No,No
84730,NE,NE,N,No,Yes
84731,W,W,NNW,Yes,Yes
84732,E,E,WSW,Yes,No
84733,SE,SE,ESE,No,No
84734,ESE,ESE,SE,No,No
84735,E,ESE,SE,No,No
84736,ENE,ENE,SE,No,No
84737,E,ESE,SSE,No,No
84738,SE,E,SSE,No,No
84739,SE,SE,SSE,No,No
84740,E,ESE,WSW,No,No
84741,ENE,E,SSW,No,No
84742,NE,ENE,S,No,No
84743,E,E,W,No,No
84744,ENE,ENE,ESE,No,Yes
84745,NE,NE,SW,Yes,No
84746,ENE,E,W,No,No
84747,E,ENE,SSW,No,No
84748,SE,SW,SW,No,No
84749,SSW,ENE,SSW,No,No
84750,ENE,E,WSW,No,No
84751,ENE,ENE,ENE,No,No
84752,NE,ENE,ENE,No,No
84753,ENE,E,WSW,No,No
84754,ESE,ESE,SE,No,Yes
84755,ESE,ENE,SW,Yes,No
84756,E,E,SSW,No,No
84757,S,E,WSW,No,Yes
84758,NE,NE,WNW,Yes,Yes
84759,SE,ENE,SSE,Yes,Yes
84760,NE,NE,ENE,Yes,Yes
84761,ENE,ENE,E,Yes,Yes
84762,ENE,SW,SSE,Yes,No
84763,NE,ENE,N,No,No
84764,SSE,E,N,No,Yes
84765,SE,E,SSE,Yes,No
84766,NE,ENE,SSW,No,No
84767,E,E,S,No,No
84768,ENE,E,NNE,No,No
84769,W,SSW,SW,No,No
84770,WSW,S,WSW,No,No
84771,SSE,S,SSW,No,No
84772,SSE,SSE,SW,No,No
84773,SSE,SE,SW,No,No
84774,SSE,ESE,SW,No,Yes
84775,ESE,ESE,SSW,Yes,No
84776,SSE,SE,S,No,No
84777,ESE,SE,SSW,No,No
84778,NNE,ENE,SW,No,No
84779,W,WNW,NNW,No,No
84780,E,W,WSW,No,No
84781,ESE,ESE,SSW,No,No
84782,E,E,SSW,No,No
84783,ENE,E,WSW,No,No
84784,E,E,WSW,No,No
84785,ENE,ENE,SSW,No,No
84786,E,ENE,W,No,No
84787,E,ESE,WSW,No,No
84788,E,ESE,SSW,No,No
84789,ESE,ESE,SSW,No,No
84790,SE,E,SW,No,No
84791,E,E,SW,No,No
84792,E,NW,SW,No,No
84793,ENE,NNE,SW,No,No
84794,W,N,WNW,No,No
84795,WSW,S,SW,No,No
84796,S,S,WSW,No,No
84797,SW,SSW,SSW,No,No
84798,E,E,SW,No,No
84799,NE,E,SW,No,No
84800,NE,NE,SW,No,No
84801,ESE,ESE,SW,No,No
84802,SE,SE,S,No,No
84803,SE,ESE,SSW,No,No
84804,SSE,ESE,SSW,No,No
84805,E,SE,SW,No,No
84806,ESE,SE,SW,No,Yes
84807,SE,ESE,SSE,Yes,No
84808,W,SW,S,No,Yes
84809,S,SSE,WSW,Yes,No
84810,ESE,ESE,SW,No,No
84811,ENE,SE,WSW,No,No
84812,SSW,ESE,SSW,No,No
84813,W,W,NW,No,No
84814,WNW,WNW,SSW,No,No
84815,E,ENE,SW,No,No
84816,E,E,SE,No,Yes
84817,WSW,SE,WSW,Yes,Yes
84818,WNW,NE,SW,Yes,No
84819,SW,NNW,SSW,No,No
84820,E,ESE,SW,No,No
84821,WSW,N,SW,No,No
84822,W,NW,WSW,No,No
84823,E,E,SW,No,No
84824,NE,ENE,SW,No,No
84825,NE,NE,SW,No,No
84826,NNE,NE,SSW,No,No
84827,W,W,SSE,No,No
84828,WSW,WNW,SW,No,No
84829,WSW,WSW,WSW,No,No
84830,SSE,S,SW,No,No
84831,WSW,S,SW,No,No
84832,WSW,SW,WSW,No,No
84833,S,SSE,SW,No,No
84834,SSW,SSW,SW,No,No
84835,W,W,SSW,No,No
84836,SW,W,WSW,No,No
84837,W,WSW,SW,No,No
84838,W,SW,SW,No,No
84839,SE,SE,S,No,Yes
84840,SSW,WSW,SW,Yes,Yes
84841,SW,SSW,WSW,Yes,Yes
84842,SSE,S,SW,Yes,Yes
84843,SSE,SSE,SSW,Yes,Yes
84844,SE,SSE,SW,Yes,No
84845,ESE,SE,SW,No,No
84846,WSW,SSW,SW,No,No
84847,WSW,S,SW,No,No
84848,SW,SSW,SSW,No,No
84849,SSW,S,SSW,No,No
84850,WSW,SSW,SW,No,No
84851,SE,ESE,SW,No,No
84852,W,W,SW,No,No
84853,S,WNW,S,No,No
84854,ENE,NNE,SSW,No,No
84855,NE,ENE,E,No,Yes
84856,NE,NE,S,Yes,No
84857,SSE,E,SSE,No,No
84858,SE,ESE,SSE,No,No
84859,SE,ESE,SSE,No,No
84860,NE,NE,SE,No,No
84861,NNE,NE,NW,No,No
84862,NNE,NNE,NW,No,Yes
84863,NNE,N,NE,Yes,No
84864,ENE,NNE,ESE,No,No
84865,ENE,NE,ENE,No,No
84866,ENE,S,SSE,No,No
84867,NNE,NE,SE,No,No
84868,N,NNE,WNW,No,Yes
84869,S,N,SW,Yes,No
84870,SSE,SE,SSE,No,No
84871,ENE,N,SSE,No,Yes
84872,SSE,NNE,S,Yes,No
84873,N,NE,W,No,No
84874,N,NNE,NW,No,No
84875,NE,NE,SSE,No,No
84876,E,NNE,ESE,No,Yes
84877,W,ESE,SSE,Yes,No
84878,E,ESE,SE,No,No
84879,ENE,E,SSE,No,No
84880,SSE,SE,SSE,No,Yes
84881,S,ENE,NW,Yes,Yes
84882,NE,N,WSW,Yes,Yes
84883,NNE,N,N,Yes,No
84884,N,N,WNW,No,Yes
84885,N,NW,WNW,Yes,Yes
84886,NNE,N,E,Yes,Yes
84887,NNE,NNE,SE,Yes,No
84888,NE,NE,SE,No,No
84889,ENE,S,S,No,No
84890,SE,S,SSE,No,Yes
84891,SE,SE,ESE,Yes,No
84892,S,S,W,No,No
84893,NE,SW,W,No,No
84894,S,E,S,No,Yes
84895,S,NE,SSE,Yes,Yes
84896,SSE,ESE,S,Yes,Yes
84897,NW,NNW,SSE,Yes,Yes
84898,N,N,NNW,Yes,No
84899,NE,NE,SE,No,No
84900,WSW,NNE,ENE,No,Yes
84901,ENE,SSE,ESE,Yes,Yes
84902,NNE,NNE,SE,Yes,Yes
84903,ESE,ESE,SSE,Yes,Yes
84904,SE,ESE,SE,Yes,Yes
84905,S,S,N,Yes,Yes
84906,ESE,ESE,S,Yes,No
84907,NNE,N,SE,No,Yes
84908,NNE,N,N,Yes,No
84909,NNE,N,NNW,No,Yes
84910,NNW,N,W,Yes,Yes
84911,SE,E,SSE,Yes,No
84912,ESE,ESE,SSE,No,No
84913,ESE,ESE,SSE,No,Yes
84914,SSE,ESE,SSE,Yes,No
84915,SSE,NW,SSE,No,Yes
84916,SSE,S,S,Yes,Yes
84917,WNW,W,ENE,Yes,Yes
84918,WNW,N,NW,Yes,Yes
84919,SSE,SSE,N,Yes,Yes
84920,NW,SSE,SE,Yes,Yes
84921,SE,SSE,SE,Yes,Yes
84922,SSE,NNE,SSE,Yes,Yes
84923,N,N,N,Yes,Yes
84924,S,NNE,NE,Yes,Yes
84925,N,NNW,ENE,Yes,Yes
84926,WNW,NNW,NNW,Yes,Yes
84927,N,N,NNW,Yes,Yes
84928,SSE,NNW,S,Yes,No
84929,NNE,N,N,No,Yes
84930,W,NNE,W,Yes,No
84931,N,N,W,No,No
84932,N,N,ESE,No,No
84933,NE,NE,N,No,No
84934,NE,NNE,N,No,No
84935,N,N,ESE,No,No
84936,ENE,NE,S,No,No
84937,ESE,ESE,S,No,Yes
84938,S,ENE,S,Yes,Yes
84939,NNE,NE,WNW,Yes,Yes
84940,NNE,NNE,S,Yes,Yes
84941,ENE,ESE,SE,Yes,No
84942,SSE,SE,S,No,Yes
84943,SE,SSE,SSE,Yes,Yes
84944,ESE,SE,SSE,Yes,No
84945,ESE,ESE,SSE,No,No
84946,SE,ESE,SSE,No,No
84947,SE,ESE,SSE,No,No
84948,SE,SE,SSE,No,No
84949,SE,ESE,SSE,No,Yes
84950,SSE,SSE,SSE,Yes,Yes
84951,SSE,NNW,SE,Yes,Yes
84952,NNE,NE,WSW,Yes,Yes
84953,NE,NE,NNE,Yes,No
84954,W,E,W,No,Yes
84955,ESE,SE,SSE,Yes,Yes
84956,ESE,ESE,S,Yes,Yes
84957,SE,SE,SSE,Yes,No
84958,SE,SE,SSE,No,No
84959,SE,ESE,SSE,No,No
84960,SE,ESE,SSE,No,No
84961,SE,ESE,SSE,No,No
84962,SE,ESE,SSE,No,Yes
84963,SE,SSE,SSE,Yes,No
84964,ESE,ESE,SSE,No,No
84965,SE,ESE,SSE,No,No
84966,ESE,ESE,SSE,No,No
84967,SE,SE,SSE,No,Yes
84968,SE,ESE,SSE,Yes,No
84969,SE,ESE,SSE,No,No
84970,ESE,ESE,SSE,No,No
84971,SE,SE,SSE,No,Yes
84972,SE,SE,SSE,Yes,No
84973,SE,ESE,SSE,No,No
84974,SSE,ESE,SSE,No,No
84975,NE,NNE,NNE,No,No
84976,NNE,N,N,No,No
84977,N,NNE,SE,No,No
84978,NE,NNE,E,No,No
84979,SE,E,NW,No,No
84980,ESE,E,SSE,No,No
84981,SE,ESE,SSE,No,No
84982,ESE,SE,SSE,No,Yes
84983,SE,SSE,S,Yes,Yes
84984,SE,ESE,S,Yes,Yes
84985,SE,SE,S,Yes,Yes
84986,S,SE,S,Yes,Yes
84987,ESE,SSE,SSE,Yes,Yes
84988,E,SSE,SSE,Yes,Yes
84989,SE,SSE,S,Yes,Yes
84990,ESE,NE,SE,Yes,No
84991,SE,NE,SE,No,No
84992,SSE,WSW,SSE,No,Yes
84993,SE,SE,SSE,Yes,No
84994,E,ENE,S,No,No
84995,SE,ENE,WNW,No,No
84996,E,ESE,SE,No,No
84997,SE,ESE,S,No,No
84998,SE,SE,SSE,No,No
84999,E,SE,SSE,No,No
85000,ENE,ENE,SW,No,No
85001,SE,NNE,SE,No,No
85002,ESE,SE,SSE,No,No
85003,SE,SE,SSE,No,No
85004,SE,ESE,SSE,No,No
85005,SE,ESE,SSE,No,No
85006,SE,SE,SSE,No,No
85007,SSE,SSE,S,No,No
85008,SE,ESE,SSE,No,No
85009,SE,SSE,SSE,No,No
85010,SE,SE,SSE,No,No
85011,S,SSE,SSE,No,Yes
85012,S,SE,S,Yes,Yes
85013,S,SSE,S,Yes,Yes
85014,S,SSE,S,Yes,Yes
85015,SSE,SSE,SSE,Yes,Yes
85016,S,SSE,S,Yes,Yes
85017,S,WSW,SSE,Yes,Yes
85018,S,SE,SSE,Yes,No
85019,SE,ESE,SSE,No,No
85020,SE,SSE,S,No,No
85021,SE,SE,S,No,No
85022,SE,SE,SSE,No,No
85023,ESE,ESE,SE,No,No
85024,SE,NE,S,No,No
85025,NNE,ENE,N,No,No
85026,NE,NE,W,No,No
85027,NE,NNE,WSW,No,No
85028,NNE,N,ESE,No,No
85029,SE,ENE,SE,No,No
85030,ESE,ESE,W,No,Yes
85031,SSE,SSE,SSE,Yes,Yes
85032,SE,SE,SSE,Yes,No
85033,SE,SE,SSE,No,No
85034,SE,ESE,S,No,No
85035,SE,SE,SSE,No,No
85036,SSE,S,SSE,No,Yes
85037,SE,SE,SSE,Yes,No
85038,SE,SE,SSE,No,No
85039,SE,SE,SSE,No,No
85040,SE,ESE,S,No,No
85041,ENE,ENE,S,No,No
85042,NE,NE,WNW,No,No
85043,NNE,N,W,No,No
85044,SE,ENE,N,No,No
85045,SSE,ESE,SE,No,No
85046,ESE,ESE,SSE,No,No
85047,ESE,SE,SSE,No,No
85048,SE,ESE,SSE,No,No
85049,ESE,ESE,SSE,No,No
85050,ESE,E,SE,No,No
85051,S,ESE,SSW,No,No
85052,SSE,ESE,S,No,No
85053,SE,ESE,S,No,No
85054,SSE,SSE,S,No,No
85055,SE,SE,SSE,No,No
85056,SE,SE,SE,No,No
85057,SE,ESE,SE,No,No
85058,SE,SE,S,No,No
85059,ENE,ESE,SE,No,No
85060,ESE,ESE,SE,No,No
85061,SSE,ESE,SE,No,No
85062,NNE,NNE,NW,No,No
85063,N,NNW,WSW,No,No
85064,S,NE,S,No,No
85065,SE,ESE,SSE,No,No
85066,NNE,NE,SE,No,No
85067,ENE,NE,S,No,No
85068,SE,NE,W,No,No
85069,NE,ESE,WNW,No,No
85070,SE,SE,ESE,No,No
85071,ENE,E,SE,No,No
85072,ENE,ENE,ESE,No,No
85073,ENE,NE,N,No,No
85074,SSE,NE,SW,No,No
85075,SE,SE,SSE,No,No
85076,SSE,SE,SSE,No,No
85077,SE,SE,SE,No,No
85078,SE,SSE,S,No,No
85079,NE,NE,SE,No,No
85080,NNE,N,NE,No,No
85081,ENE,ENE,WSW,No,No
85082,ESE,E,S,No,No
85083,ESE,ESE,S,No,No
85084,ESE,ESE,S,No,No
85085,SE,ESE,S,No,No
85086,SE,ESE,SSE,No,No
85087,SE,ESE,SSE,No,No
85088,SE,SE,S,No,No
85089,ESE,ESE,SE,No,No
85090,SSE,E,S,No,No
85091,SE,SE,SSE,No,Yes
85092,SSE,SSE,S,Yes,No
85093,SE,ESE,ESE,No,No
85094,ESE,SSE,S,No,Yes
85095,SE,SSE,SSE,Yes,No
85096,SE,S,SSE,No,No
85097,SSE,ESE,SSE,No,No
85098,SE,SE,SE,No,No
85099,SSE,SSE,SSE,No,Yes
85100,SE,SSE,SSE,Yes,No
85101,SSE,SSE,SSE,No,No
85102,ESE,ESE,SSE,No,No
85103,SE,ESE,SSE,No,No
85104,S,ESE,SSE,No,No
85105,SE,SE,SSE,No,No
85106,ESE,ESE,S,No,No
85107,SE,E,S,No,No
85108,ESE,ESE,SE,No,No
85109,ESE,E,S,No,No
85110,ENE,NE,SE,No,No
85111,NNE,N,SSW,No,No
85112,NNE,NNE,N,No,No
85113,SE,ENE,SSE,No,No
85114,ESE,ESE,SSE,No,No
85115,SE,SE,SSE,No,No
85116,SE,S,SE,No,Yes
85117,SE,E,SSE,Yes,No
85118,ENE,NE,S,No,No
85119,NE,NE,ESE,No,No
85120,ESE,E,S,No,No
85121,NE,NNE,S,No,No
85122,NE,NE,SE,No,No
85123,NNE,NE,SE,No,No
85124,ESE,E,SSE,No,No
85125,SE,ESE,S,No,No
85126,ENE,NE,S,No,No
85127,NE,NE,S,No,No
85128,NE,NE,SE,No,No
85129,E,E,SE,No,No
85130,NE,ENE,SSE,No,No
85131,ENE,E,S,No,No
85132,SSE,ESE,SSE,No,No
85133,NE,NE,S,No,No
85134,NE,NNE,SE,No,No
85135,N,NNE,NNE,No,No
85136,N,N,NW,No,No
85137,ENE,NE,SE,No,No
85138,ENE,ENE,SE,No,No
85139,E,ESE,SSE,No,No
85140,SE,ESE,SE,No,No
85141,SE,ESE,SE,No,No
85142,ESE,ESE,ESE,No,No
85143,ESE,ESE,S,No,No
85144,SE,ESE,SSE,No,No
85145,E,ESE,SE,No,No
85146,SSE,SE,SSE,No,Yes
85147,ESE,E,SSE,Yes,No
85148,ENE,E,S,No,No
85149,NE,NE,S,No,No
85150,NE,NE,S,No,No
85151,N,NNE,N,No,No
85152,SE,SE,SE,No,No
85153,ENE,NE,S,No,No
85154,ENE,NE,S,No,No
85155,SE,ENE,SSE,No,No
85156,ENE,NE,S,No,No
85157,NE,ENE,SSE,No,No
85158,E,E,SSE,No,No
85159,E,E,SSE,No,No
85160,NNE,NNE,SSE,No,No
85161,NE,N,SE,No,No
85162,NNE,WSW,WNW,No,No
85163,ENE,E,SSE,No,No
85164,SSE,E,SSE,No,No
85165,NE,NE,SE,No,No
85166,NE,NE,SE,No,No
85167,E,ENE,E,No,No
85168,ESE,SE,ESE,No,No
85169,ENE,E,S,No,No
85170,NNE,NNE,S,No,No
85171,N,NNE,ENE,No,No
85172,N,NNE,NNW,No,No
85173,NNE,N,E,No,No
85174,NNE,N,E,No,No
85175,ENE,ENE,ESE,No,No
85176,ESE,ESE,SE,No,No
85177,E,SE,ESE,No,Yes
85178,SSE,ESE,SSE,Yes,Yes
85179,SE,ESE,ESE,Yes,No
85180,SE,ESE,SE,No,No
85181,SE,ESE,SSE,No,No
85182,ESE,ESE,ESE,No,No
85183,E,E,SSE,No,No
85184,NNE,NNE,NE,No,No
85185,ENE,ENE,SSE,No,No
85186,SSE,ENE,S,No,Yes
85187,SE,SE,SE,Yes,Yes
85188,SE,SE,SSE,Yes,Yes
85189,SE,ESE,SE,Yes,No
85190,SE,ESE,SSE,No,Yes
85191,ESE,ESE,SSE,Yes,No
85192,SE,ESE,SE,No,No
85193,ENE,E,SSE,No,No
85194,ENE,ESE,SSE,No,Yes
85195,ESE,ESE,SE,Yes,Yes
85196,ESE,ESE,SSE,Yes,Yes
85197,SE,S,SSE,Yes,Yes
85198,ESE,ESE,SE,Yes,No
85199,S,E,SSE,No,Yes
85200,SSW,SE,SE,Yes,Yes
85201,SSE,S,SSE,Yes,Yes
85202,SSE,ESE,SSE,Yes,No
85203,SE,ESE,SSE,No,No
85204,SE,ESE,SE,No,No
85205,S,E,SE,No,No
85206,NE,NE,SE,No,No
85207,NNE,NE,N,No,No
85208,NE,NE,ESE,No,No
85209,ENE,E,SSE,No,Yes
85210,E,ENE,N,Yes,Yes
85211,NE,ENE,SSE,Yes,No
85212,NE,NE,ENE,No,No
85213,ESE,E,SSE,No,Yes
85214,ENE,E,SSE,Yes,Yes
85215,ESE,ESE,SE,Yes,Yes
85216,SE,E,SSE,Yes,No
85217,NNE,N,E,No,No
85218,NNE,NNE,NNW,No,No
85219,NNE,NNE,NE,No,No
85220,NNE,NNE,ESE,No,No
85221,NNE,N,NNW,No,No
85222,ESE,ESE,SE,No,No
85223,SE,ESE,SE,No,No
85224,SE,ESE,SE,No,No
85225,SE,ESE,SSE,No,Yes
85226,ESE,ESE,S,Yes,Yes
85227,ESE,ESE,SE,Yes,No
85228,SE,ENE,SSE,No,Yes
85229,SSE,S,S,Yes,Yes
85230,ENE,NE,S,Yes,No
85231,NE,NE,SE,No,No
85232,ESE,SE,SSE,No,No
85233,ENE,ESE,SSE,No,No
85234,ESE,ESE,SSE,No,Yes
85235,SE,SSE,S,Yes,Yes
85236,SE,ESE,SE,Yes,Yes
85237,ENE,ENE,SSE,Yes,No
85238,NNE,NNE,NE,No,No
85239,NE,NE,E,No,No
85240,NNE,NNE,ENE,No,No
85241,N,NNE,NE,No,No
85242,NNE,NNE,SE,No,No
85243,ENE,ENE,SSE,No,No
85244,NNE,NNE,ESE,No,No
85245,S,NNE,W,No,Yes
85246,SE,ESE,N,Yes,Yes
85247,ENE,NE,S,Yes,No
85248,ENE,NE,SSE,No,Yes
85249,NE,NE,SSE,Yes,Yes
85250,NE,E,SSE,Yes,Yes
85251,NE,ESE,SSE,Yes,Yes
85252,S,NE,SE,Yes,Yes
85253,NE,ENE,SE,Yes,Yes
85254,NE,ENE,S,Yes,No
85255,NE,NE,SSE,No,No
85256,NE,NE,S,No,No
85257,NE,NE,SE,No,No
85258,ESE,WNW,S,No,Yes
85259,SSE,ESE,S,Yes,Yes
85260,SE,SE,SSE,Yes,Yes
85261,SE,SE,SSE,Yes,Yes
85262,SE,SE,SSE,Yes,Yes
85263,SE,ESE,SSE,Yes,No
85264,SE,ESE,SSE,No,No
85265,SE,ESE,SSE,No,No
85266,ESE,S,SE,No,No
85267,NNE,NNE,SSE,No,Yes
85268,N,N,N,Yes,No
85269,S,SE,SSE,No,Yes
85270,S,SSE,E,Yes,Yes
85271,SE,SE,S,Yes,Yes
85272,SSE,SSE,S,Yes,Yes
85273,SSE,SE,SSE,Yes,Yes
85274,SE,SSE,SSE,Yes,Yes
85275,NNW,N,NNW,Yes,Yes
85276,N,SE,N,Yes,Yes
85277,SSE,NNE,N,Yes,Yes
85278,S,N,SSE,Yes,Yes
85279,SSE,SE,N,Yes,Yes
85280,NNW,NNW,N,Yes,Yes
85281,WNW,WNW,NNW,Yes,No
85282,WNW,SSW,WNW,No,No
85283,WSW,N,N,No,No
85284,N,N,W,No,No
85285,W,NNE,WSW,No,No
85286,NE,ENE,NW,No,Yes
85287,N,N,NE,Yes,No
85288,NE,E,S,No,Yes
85289,S,ESE,SSE,Yes,No
85290,ENE,NE,SSE,No,No
85291,ENE,ENE,SE,No,No
85292,ENE,NE,SSE,No,Yes
85293,ESE,ESE,SSE,Yes,No
85294,SE,SSE,SSE,No,No
85295,SE,N,W,No,No
85296,NNE,N,SW,No,No
85297,N,N,N,No,Yes
85298,NW,NNE,N,Yes,Yes
85299,NNE,NE,SSE,Yes,Yes
85300,W,N,WSW,Yes,Yes
85301,SE,SSE,SSE,Yes,Yes
85302,SE,ESE,SSE,Yes,Yes
85303,S,SSE,S,Yes,Yes
85304,S,NE,SSE,Yes,Yes
85305,SSE,NE,SSE,Yes,No
85306,ESE,ESE,S,No,Yes
85307,NNE,E,S,Yes,Yes
85308,E,NE,SE,Yes,No
85309,NE,SE,SSE,No,Yes
85310,N,N,WNW,Yes,Yes
85311,NW,N,NNW,Yes,No
85312,W,WNW,W,No,No
85313,N,N,W,No,No
85314,NE,ENE,SE,No,No
85315,ENE,NE,SE,No,No
85316,N,NE,S,No,No
85317,NE,N,ESE,No,No
85318,SSE,SSE,WNW,No,No
85319,SSE,S,S,No,Yes
85320,SE,SE,SSE,Yes,Yes
85321,SSE,SSE,SE,Yes,Yes
85322,SE,SE,SSE,Yes,Yes
85323,SE,SE,SSE,Yes,Yes
85324,SSE,SSE,SSE,Yes,Yes
85325,SSE,ESE,SSE,Yes,Yes
85326,SE,SE,SSE,Yes,Yes
85327,ESE,SSE,SSE,Yes,No
85328,SSE,S,SE,No,Yes
85329,SE,SSE,S,Yes,No
85330,NNE,N,W,No,Yes
85331,ESE,S,SSE,Yes,Yes
85332,SSE,SE,SSE,Yes,Yes
85333,SE,SE,SSE,Yes,Yes
85334,SE,SE,SE,Yes,Yes
85335,SE,ESE,SSE,Yes,Yes
85336,ESE,SSE,SSE,Yes,Yes
85337,SE,ESE,SSE,Yes,Yes
85338,ESE,SE,ESE,Yes,Yes
85339,E,SE,ESE,Yes,Yes
85340,S,E,S,Yes,Yes
85341,S,SE,S,Yes,Yes
85342,S,S,SE,Yes,Yes
85343,S,SSE,S,Yes,Yes
85344,SSE,SSE,SSE,Yes,Yes
85345,ENE,E,S,Yes,Yes
85346,SSE,SSE,SSE,Yes,Yes
85347,SE,ESE,SSE,Yes,No
85348,SE,SE,SSE,No,No
85349,SE,E,SSE,No,No
85350,ENE,NE,SE,No,No
85351,SSE,NNE,S,No,No
85352,NNE,NE,N,No,No
85353,NNE,NNE,SE,No,Yes
85354,SSE,S,SSE,Yes,Yes
85355,ESE,SE,SSE,Yes,Yes
85356,ESE,S,S,Yes,Yes
85357,SE,SE,SSE,Yes,Yes
85358,S,SSE,S,Yes,Yes
85359,S,SSE,SSE,Yes,Yes
85360,S,SE,SSE,Yes,No
85361,SE,SSE,SSE,No,No
85362,SSE,SSE,SSE,No,No
85363,S,SE,SE,No,Yes
85364,SE,W,SSE,Yes,Yes
85365,SSE,ESE,SSE,Yes,No
85366,SE,SE,SSE,No,Yes
85367,SE,SE,SSE,Yes,No
85368,SSE,SSE,S,No,Yes
85369,SE,SE,SSE,Yes,No
85370,SE,S,SSE,No,Yes
85371,ESE,SE,SSE,Yes,No
85372,SE,SSE,SSE,No,Yes
85373,ESE,SE,SSE,Yes,Yes
85374,SE,SE,SSE,Yes,No
85375,ESE,SE,SSE,No,No
85376,SE,ESE,SSE,No,No
85377,SE,ESE,SE,No,No
85378,SE,SE,S,No,No
85379,W,SE,SSE,No,No
85380,SE,ESE,SSE,No,No
85381,SSE,ESE,SSE,No,No
85382,SSE,SE,S,No,Yes
85383,SSE,SSE,SSE,Yes,No
85384,SE,SE,SSE,No,No
85385,SE,ESE,S,No,No
85386,SE,ESE,SSE,No,No
85387,S,SSE,S,No,No
85388,ESE,SE,SSE,No,No
85389,SSE,SSE,SSE,No,No
85390,ESE,SE,SSE,No,No
85391,SE,E,SE,No,No
85392,SE,ESE,SSE,No,No
85393,NE,E,S,No,No
85394,W,ENE,SSE,No,No
85395,NNE,NNE,SSW,No,No
85396,N,N,ESE,No,No
85397,SE,E,S,No,No
85398,S,NE,SSE,No,No
85399,NE,NNE,N,No,No
85400,SE,E,SSE,No,No
85401,SE,ESE,SSE,No,No
85402,S,ESE,S,No,No
85403,NNE,NE,SE,No,No
85404,SE,NE,SE,No,No
85405,SE,SE,S,No,No
85406,SSE,SE,SSE,No,No
85407,S,ESE,S,No,No
85408,SE,SE,SSE,No,No
85409,ESE,ESE,SSE,No,No
85410,SE,ESE,ESE,No,No
85411,SE,ESE,SSE,No,No
85412,S,SE,SSE,No,No
85413,SSE,ESE,SSE,No,No
85414,SSE,SE,SSE,No,No
85415,SSE,SE,S,No,No
85416,SSE,ESE,SSE,No,No
85417,SSE,SSE,SSE,No,Yes
85418,SSE,ESE,SSE,Yes,No
85419,ESE,E,SSE,No,No
85420,SSE,ESE,NW,No,No
85421,SSE,SE,SSE,No,No
85422,SSE,SSE,SSE,No,No
85423,SE,SE,SSE,No,Yes
85424,SE,SSE,SSE,Yes,No
85425,SE,SSE,SSE,No,No
85426,SSE,SE,S,No,Yes
85427,SE,SSE,S,Yes,Yes
85428,SE,ESE,S,Yes,No
85429,S,E,SSE,No,No
85430,ESE,E,SSE,No,No
85431,SE,SE,S,No,No
85432,SE,ESE,SSE,No,No
85433,S,SE,S,No,Yes
85434,S,SSE,SSE,Yes,No
85435,SSE,SSE,SSE,No,No
85436,SE,SSE,SSE,No,No
85437,SE,SE,SSE,No,No
85438,E,SE,SE,No,No
85439,ESE,SE,SSE,No,No
